19565082510	18840172592	20180701163415	0910
14410679238	16160892861	20180225081238	1921
19342117869	17405139883	20181209093735	0042
19342117869	18101213362	20180904002756	0743
19342117869	19683537146	20180105160013	2170
19313925217	17885275338	20180621190604	2245
19565082510	15647679901	20180606115338	1722
19602240179	19313925217	20180305163816	1508
17405139883	15280214634	20180607160830	1134
15884588694	16569963779	20180822001551	1362
15781588029	14397114174	20180603172553	0291
16574556259	16569963779	20180925045039	1158
15781588029	19683537146	20180218171642	1554
15647679901	19683537146	20181210200743	1952
14171709460	19313925217	20180824002014	0684
14171709460	17405139883	20181112144305	1521
14410679238	15884588694	20180309111440	1134
15647679901	15244749863	20180209085556	1321
17885275338	19565082510	20181228020403	0168
18840172592	14397114174	20180604080100	0610
16574556259	14171709460	20180210195858	0847
14397114174	15280214634	20181022092041	1111
19342117869	15884588694	20180521173028	0409
15647679901	14410679238	20181216213222	0335
19342117869	15781588029	20180324104449	0124
13319935953	19313925217	20180811144635	1494
14397114174	19602240179	20180130145200	0464
15647679901	14930423697	20180705084455	0091
19683537146	17336673697	20180818052630	1400
17405139883	17336673697	20180115024044	2906
15244749863	15305526350	20181014112147	2336
15280214634	15781588029	20181008065526	2345
19154926260	14397114174	20180923222610	2559
15244749863	13319935953	20180531023824	1335
19342117869	15647679901	20180202221948	0492
18101213362	17336673697	20180814070324	2160
19342117869	15305526350	20180815134401	1675
14171709460	15244749863	20180423011908	1991
14397114174	18101213362	20181117204834	1988
18840172592	19154926260	20180601074832	2238
16574556259	14397114174	20181206084056	0515
19342117869	18101213362	20180804101531	1124
15305526350	18101213362	20181212195256	2341
19683537146	15244749863	20180717124320	1119
19342117869	15305526350	20181028072808	2680
13319935953	14171709460	20180209042118	2347
15280214634	19565082510	20181204205420	0064
17336673697	19602240179	20180316132904	0317
19154926260	19565082510	20180916152646	2062
14930423697	19313925217	20180514061507	2107
19602240179	17336673697	20180904093107	0372
15244749863	19683537146	20180810192547	0977
18840172592	19154926260	20181013205319	1194
15781588029	19313925217	20180922171031	0205
19342117869	19683537146	20180926114145	0760
17336673697	18101213362	20180319163336	2477
15781588029	16160892861	20181225220526	2831
15781588029	19602240179	20181129094305	0263
16160892861	19342117869	20180126201856	0773
19313925217	16569963779	20181218161449	1688
19602240179	18840172592	20180206124528	1951
18101213362	14397114174	20181128024848	0755
15781588029	19154926260	20180424163822	2217
19602240179	14930423697	20180111042321	2759
14930423697	19342117869	20181010012811	2406
19342117869	15244749863	20180901053847	0157
16160892861	16569963779	20181207204617	2181
19313925217	19683537146	20181028181005	1888
15647679901	13319935953	20181101233110	0997
16160892861	18840172592	20180515172847	1664
16574556259	17336673697	20180429223624	0888
14171709460	15884588694	20181102073940	2727
14410679238	17336673697	20180108134601	2123
16569963779	14410679238	20180523082210	0722
14930423697	16160892861	20180629095655	1980
19154926260	16569963779	20180104072617	1461
14410679238	15244749863	20180503191043	2628
13319935953	19565082510	20180710092923	2382
13319935953	17405139883	20180323192434	1919
15781588029	16574556259	20180420165310	2549
15647679901	19602240179	20180713193229	0312
14397114174	15280214634	20180618071618	2457
14930423697	19154926260	20181209042309	0406
18101213362	19342117869	20180501192230	2367
17885275338	14171709460	20181207102307	2958
15781588029	19602240179	20180115144832	0440
14930423697	16569963779	20181227145004	2098
19154926260	14171709460	20181129152914	2770
19342117869	18101213362	20180811152749	0897
19342117869	14930423697	20180310145829	0087
15781588029	14930423697	20180330034442	1282
16574556259	19602240179	20180826122448	1582
